EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,PerformanceRating,OverTime,Attrition,TrainingTimesLastYear,WorkLifeBalance
1995,53,Male,HR,Analyst,249167,5,5,2,No,No,4,4
1996,34,Male,Operations,Analyst,187642,23,4,4,Yes,No,9,1
1997,51,Female,IT,Executive,167175,0,3,4,No,Yes,6,1
1998,44,Male,Sales,Manager,152046,10,3,4,No,No,8,2
1999,40,Female,Sales,Executive,176972,12,1,4,No,No,6,3
2000,53,Female,HR,Manager,219487,11,3,4,Yes,No,2,3
2001,51,Male,Sales,Analyst,97567,0,3,2,No,No,9,2
2002,50,Male,Finance,Specialist,92713,20,4,1,No,No,4,2
2003,50,Female,Operations,Specialist,244241,14,3,3,No,No,8,4
2004,51,Female,Operations,Specialist,88639,0,4,1,Yes,No,8,1
2005,37,Female,Operations,Specialist,249800,2,2,3,Yes,Yes,7,3
2006,40,Female,Marketing,Coordinator,246548,14,4,5,No,No,5,4
2007,39,Female,IT,Manager,170060,8,2,4,No,No,6,2
2008,22,Female,Finance,Specialist,133603,13,4,5,Yes,No,6,4
2009,35,Male,IT,Coordinator,108488,22,5,5,No,No,0,4
2010,23,Female,Finance,Coordinator,122905,21,2,3,Yes,No,7,3
2011,49,Female,IT,Coordinator,32977,23,2,2,No,No,5,4
2012,51,Female,HR,Executive,145650,7,3,4,No,No,6,3
2013,59,Female,Sales,Executive,84641,21,2,5,Yes,Yes,9,2
2014,25,Male,Sales,Coordinator,162340,3,4,1,Yes,No,9,3
2015,22,Male,HR,Specialist,144465,19,5,4,Yes,No,1,1
2016,29,Female,Finance,Manager,84431,19,5,2,Yes,Yes,6,2
2017,50,Female,Marketing,Analyst,46756,5,3,4,Yes,Yes,7,3
2018,24,Female,Finance,Executive,181836,0,4,5,No,No,4,2
2019,53,Male,Sales,Specialist,220984,17,4,1,Yes,No,0,4
2020,31,Male,Marketing,Specialist,201457,5,1,5,No,No,5,2
2021,31,Male,IT,Analyst,176104,13,2,2,No,No,2,3
2022,40,Male,Marketing,Analyst,206774,10,3,3,No,Yes,4,4
2023,55,Male,Finance,Specialist,172957,16,5,1,No,No,8,1
2024,54,Male,HR,Analyst,39796,8,1,2,Yes,No,6,2
2025,44,Female,IT,Specialist,134583,21,4,2,No,No,7,3
2026,49,Male,Finance,Analyst,193935,6,2,5,Yes,No,5,2
2027,53,Male,IT,Analyst,111014,13,5,5,No,Yes,8,2
2028,28,Female,Marketing,Specialist,193189,16,1,5,Yes,No,2,3
2029,50,Male,Sales,Coordinator,181825,7,4,3,No,No,0,1
2030,29,Female,Finance,Specialist,50325,15,5,4,No,No,9,3
2031,22,Male,HR,Manager,168093,11,5,4,No,No,3,2
2032,24,Female,Marketing,Analyst,241793,11,4,5,Yes,No,7,1
2033,45,Female,Finance,Executive,83096,4,4,5,Yes,Yes,5,1
2034,44,Female,HR,Analyst,232476,4,3,3,No,No,6,1
2035,29,Female,Finance,Manager,174143,13,5,4,Yes,No,8,1
2036,58,Female,Marketing,Executive,94649,5,4,3,Yes,No,1,2
2037,24,Male,Finance,Executive,38041,6,1,2,No,No,6,3
2038,54,Male,IT,Specialist,243123,22,2,4,No,No,3,3
2039,49,Female,Marketing,Coordinator,70058,20,3,5,No,Yes,6,4
2040,29,Female,Finance,Specialist,78263,16,4,1,No,No,7,4
2041,55,Female,Sales,Executive,134820,8,2,2,No,No,1,4
2042,56,Male,Finance,Executive,137645,21,3,1,Yes,No,6,1
2043,53,Female,IT,Coordinator,205542,12,5,3,No,No,7,1
2044,45,Female,HR,Analyst,248898,8,2,3,No,No,0,3
2045,35,Female,HR,Coordinator,58223,15,3,3,No,No,9,1
2046,53,Female,HR,Specialist,63575,3,4,5,Yes,No,4,3
2047,37,Male,Sales,Analyst,206871,1,4,3,No,No,8,4
2048,25,Female,IT,Specialist,51661,12,3,1,No,No,1,3
2049,58,Female,Marketing,Coordinator,243047,12,5,2,Yes,No,5,1
2050,42,Male,HR,Analyst,66432,18,3,5,No,No,1,3
2051,35,Female,IT,Coordinator,192219,11,1,2,Yes,No,2,3
2052,52,Female,Finance,Manager,59114,3,3,3,No,No,5,3
2053,39,Male,Sales,Executive,36030,9,3,4,Yes,No,4,1
2054,28,Male,IT,Analyst,120051,15,4,5,No,Yes,3,2
2055,31,Male,IT,Executive,208501,23,5,3,No,No,6,4
2056,28,Female,Marketing,Manager,77743,18,3,5,No,No,2,2
2057,54,Female,IT,Analyst,155756,7,2,4,No,No,9,2
2058,44,Male,Marketing,Executive,95615,5,4,1,Yes,No,6,2
2059,42,Male,Sales,Executive,77577,3,4,1,No,No,8,2
2060,40,Male,Sales,Analyst,140436,6,3,1,No,Yes,1,1
2061,40,Female,Finance,Executive,32966,13,2,4,Yes,No,4,1
2062,57,Female,Marketing,Executive,159356,12,3,2,No,Yes,0,2
2063,50,Male,Marketing,Analyst,143838,20,2,4,No,No,6,2
2064,39,Female,HR,Executive,33728,4,4,4,No,Yes,1,3
2065,23,Male,HR,Executive,198376,8,2,3,No,No,4,3
2066,22,Female,Finance,Specialist,210349,2,3,1,No,No,0,4
2067,26,Female,Sales,Specialist,162019,9,1,5,Yes,No,0,4
2068,41,Female,Operations,Manager,239173,14,1,2,No,No,3,4
2069,32,Female,HR,Specialist,111380,19,2,5,No,Yes,6,3
2070,23,Male,IT,Specialist,96130,20,3,3,Yes,No,6,2
2071,24,Female,Sales,Manager,51414,16,5,3,No,No,7,2
2072,44,Female,Operations,Executive,243132,22,1,2,No,No,8,4
2073,33,Male,IT,Executive,123005,23,4,5,No,Yes,3,4
2074,41,Female,Marketing,Specialist,180511,5,3,2,Yes,No,1,1
2075,26,Male,Sales,Manager,121742,24,3,2,No,No,9,4
2076,58,Male,Finance,Executive,219292,2,1,1,No,No,9,3
2077,59,Female,Marketing,Coordinator,207857,17,5,5,No,No,2,3
2078,51,Female,Marketing,Analyst,66973,4,4,1,Yes,No,8,4
2079,30,Male,IT,Analyst,117091,12,5,1,No,No,7,4
2080,55,Male,Marketing,Analyst,234390,24,4,1,No,No,5,1
2081,56,Male,HR,Specialist,229268,0,1,4,No,No,2,1
2082,43,Female,Sales,Analyst,167161,16,3,3,No,No,9,1
2083,45,Male,HR,Analyst,231926,2,4,3,No,Yes,7,3
2084,38,Male,IT,Coordinator,92235,18,3,4,No,No,1,1
2085,31,Male,Operations,Executive,59400,20,2,2,Yes,No,3,2
2086,51,Female,IT,Coordinator,176477,19,2,5,No,No,3,2
2087,44,Male,Sales,Specialist,147240,21,1,5,No,No,8,2
2088,53,Female,Marketing,Analyst,82763,11,1,5,Yes,No,7,1
2089,38,Female,Finance,Executive,191281,7,1,1,No,No,6,3
2090,38,Male,IT,Analyst,234670,7,2,5,No,No,3,3
2091,35,Female,Sales,Analyst,178496,14,4,5,No,No,6,1
2092,30,Male,Finance,Specialist,136810,10,5,5,No,Yes,0,4
2093,23,Female,Marketing,Analyst,119523,19,1,3,No,No,7,4
2094,46,Female,Operations,Manager,139955,0,5,4,Yes,No,7,1
2095,30,Male,IT,Executive,181628,15,5,2,Yes,No,8,3
2096,43,Male,Operations,Executive,123137,13,2,4,Yes,No,8,2
2097,25,Male,Sales,Manager,180402,6,4,5,Yes,No,0,4
2098,47,Female,Operations,Specialist,242338,5,2,2,Yes,No,9,2
2099,50,Female,Operations,Analyst,164308,20,1,2,No,No,6,3
2100,55,Male,Sales,Analyst,230288,3,2,4,No,No,0,4
2101,44,Male,Sales,Executive,60312,21,2,4,No,No,5,1
2102,58,Female,IT,Specialist,143687,7,2,4,No,No,4,2
2103,32,Female,Operations,Specialist,182263,21,1,4,No,No,1,2
2104,27,Female,Finance,Specialist,139602,18,1,1,Yes,No,2,2
2105,39,Male,Sales,Analyst,244529,24,2,3,No,Yes,7,1
2106,42,Female,Marketing,Specialist,66640,2,2,3,No,No,1,1
2107,57,Male,Operations,Manager,130171,3,5,5,No,No,3,2
2108,59,Female,Sales,Coordinator,92293,12,4,1,Yes,No,2,1
2109,55,Female,Finance,Specialist,144124,20,5,2,Yes,No,6,4
2110,38,Male,IT,Coordinator,197760,1,4,4,No,No,7,3
2111,58,Male,Operations,Analyst,232301,10,4,5,No,No,3,4
2112,46,Male,Sales,Specialist,115802,15,2,2,Yes,Yes,5,1
2113,59,Female,Sales,Executive,122024,9,5,3,No,No,2,3
2114,33,Female,Marketing,Analyst,185194,14,4,2,Yes,Yes,6,2
2115,44,Female,Marketing,Manager,202296,9,4,4,No,No,7,2
2116,43,Male,Operations,Manager,167403,1,1,4,Yes,No,6,3
2117,42,Female,Sales,Coordinator,248174,5,4,3,Yes,No,3,4
2118,48,Male,Operations,Coordinator,141411,13,2,4,Yes,No,9,2
2119,52,Male,Sales,Executive,72262,1,3,1,No,Yes,8,2
2120,27,Male,Marketing,Executive,146214,9,1,5,Yes,No,9,2
2121,48,Female,Finance,Manager,136435,16,3,3,No,No,7,1
2122,55,Female,HR,Specialist,116314,7,2,3,No,No,5,4
2123,33,Male,HR,Manager,220664,15,3,2,Yes,No,1,1
2124,28,Female,Sales,Manager,194998,13,4,3,No,No,9,3
2125,31,Male,Marketing,Executive,116287,9,3,5,Yes,No,6,3
2126,38,Male,IT,Coordinator,149318,12,5,1,No,Yes,8,1
2127,47,Female,IT,Executive,160134,0,2,2,Yes,No,8,2
2128,42,Male,HR,Executive,154958,9,5,5,Yes,Yes,8,1
2129,49,Male,Finance,Executive,47528,21,3,3,No,Yes,8,4
2130,23,Female,HR,Manager,30068,11,5,4,Yes,Yes,5,2
2131,22,Male,Sales,Specialist,99253,16,1,4,No,No,0,3
2132,57,Male,Finance,Manager,110754,23,3,5,No,No,5,4
2133,47,Male,IT,Analyst,205040,13,5,1,No,No,4,3
2134,50,Male,Marketing,Executive,120938,4,4,4,No,No,6,4
2135,42,Male,Marketing,Executive,209695,18,3,5,No,No,7,4
2136,32,Male,Sales,Analyst,72129,4,1,2,No,No,0,4
2137,32,Male,HR,Executive,143996,14,4,3,No,No,9,3
2138,57,Female,Sales,Executive,91321,12,3,1,No,No,3,1
2139,56,Female,Marketing,Executive,41526,16,4,1,No,Yes,3,1
2140,55,Male,IT,Analyst,187781,0,3,2,No,No,0,2
2141,45,Male,Marketing,Manager,137535,13,3,1,No,No,3,3
2142,43,Female,Finance,Executive,45063,3,2,5,Yes,No,6,2
2143,26,Female,Operations,Specialist,165795,24,5,1,No,No,5,2
2144,54,Female,Marketing,Analyst,34213,8,3,1,No,Yes,3,4
2145,57,Female,Marketing,Coordinator,52797,16,1,1,No,No,1,4
2146,41,Female,Operations,Analyst,114946,2,5,5,Yes,No,6,1
2147,40,Male,Finance,Manager,118918,12,2,3,No,No,7,1
2148,56,Female,HR,Analyst,206289,11,5,4,No,No,8,2
2149,38,Female,Marketing,Coordinator,229355,15,5,1,Yes,No,8,2
2150,55,Female,Sales,Specialist,53655,3,3,2,No,Yes,3,2
2151,30,Male,Marketing,Coordinator,239062,17,1,2,No,No,2,1
2152,47,Male,Sales,Analyst,173659,22,3,5,Yes,Yes,4,2
2153,23,Male,Finance,Coordinator,52555,2,1,3,No,Yes,5,1
2154,30,Male,Marketing,Analyst,58071,16,1,1,No,Yes,7,3
2155,30,Male,Finance,Specialist,50239,0,4,5,No,No,2,3
2156,38,Male,Finance,Specialist,153441,18,3,4,No,No,5,2
2157,22,Female,HR,Manager,127138,21,2,3,No,No,4,1
2158,46,Male,Marketing,Specialist,79151,3,5,3,Yes,No,6,3
2159,46,Male,Sales,Executive,32203,16,4,5,No,No,8,1
2160,56,Female,Sales,Coordinator,174707,6,2,2,Yes,Yes,6,1
2161,24,Male,Marketing,Coordinator,213643,1,3,3,No,No,5,3
2162,58,Female,Operations,Analyst,162216,11,1,2,Yes,No,8,2
2163,51,Female,HR,Specialist,193771,4,3,3,No,No,9,2
2164,59,Male,HR,Manager,245691,15,3,3,Yes,No,3,3
2165,55,Female,HR,Manager,121663,7,4,3,No,No,0,4
2166,33,Female,Sales,Manager,159844,22,2,4,No,No,7,1
2167,40,Female,Finance,Executive,42213,7,4,2,No,No,5,4
2168,58,Female,Operations,Specialist,46944,12,2,4,Yes,No,5,2
2169,38,Male,HR,Manager,96723,13,4,2,No,No,4,1
2170,31,Female,Sales,Executive,229741,10,5,4,Yes,No,9,3
2171,33,Male,Sales,Coordinator,98947,5,1,4,No,No,2,2
2172,37,Female,Finance,Analyst,195529,15,1,4,No,No,5,2
2173,45,Female,Marketing,Specialist,65191,22,1,5,No,No,0,2
2174,40,Female,Marketing,Specialist,102264,24,5,4,Yes,No,6,3
2175,29,Male,HR,Coordinator,218996,21,5,3,No,No,5,3
2176,52,Male,HR,Specialist,194816,24,1,1,No,No,4,4
2177,42,Male,Operations,Specialist,214496,14,1,4,No,No,2,3
2178,38,Female,Finance,Specialist,249489,15,2,1,Yes,No,7,4
2179,44,Female,HR,Specialist,239409,12,2,1,No,No,3,1
2180,58,Female,Finance,Executive,237156,11,3,3,Yes,No,8,1
2181,37,Female,Sales,Executive,193958,17,4,1,Yes,Yes,8,1
2182,27,Male,HR,Analyst,129846,17,2,1,Yes,Yes,4,2
2183,29,Female,Sales,Specialist,149550,13,2,1,No,No,6,2
2184,46,Male,IT,Coordinator,114963,1,2,2,Yes,No,5,2
2185,39,Female,Finance,Manager,30972,21,2,4,No,No,5,3
2186,46,Male,IT,Analyst,129219,1,5,4,Yes,No,3,3
2187,33,Male,HR,Manager,167693,2,3,1,No,No,9,4
2188,36,Female,Sales,Manager,79738,23,2,3,No,Yes,7,2
2189,47,Female,HR,Specialist,218766,7,4,2,Yes,No,9,3
2190,47,Male,IT,Coordinator,84777,10,2,3,No,No,2,1
2191,53,Female,HR,Manager,44530,11,5,3,No,No,4,1
2192,31,Female,Operations,Manager,168426,3,1,1,No,Yes,0,3
2193,37,Male,Marketing,Analyst,76529,8,1,5,No,No,0,1
2194,28,Male,IT,Coordinator,132895,23,3,1,No,No,8,1
2195,38,Male,HR,Coordinator,81714,16,1,5,No,No,3,4
2196,44,Male,Sales,Manager,249831,23,2,2,No,No,8,1
2197,47,Female,HR,Coordinator,154750,15,5,5,No,No,6,2
2198,42,Male,Sales,Analyst,202304,16,3,1,No,No,9,3
2199,43,Male,Marketing,Analyst,213151,14,2,1,No,No,7,3
2200,28,Male,HR,Analyst,150883,19,1,3,Yes,Yes,8,2
2201,35,Female,Marketing,Specialist,173622,21,4,1,Yes,No,0,1
2202,36,Male,IT,Manager,118196,6,2,1,No,No,6,4
2203,28,Female,Sales,Coordinator,90385,9,4,4,No,Yes,7,4
2204,30,Male,Operations,Analyst,94736,3,4,4,Yes,No,1,2
2205,29,Male,IT,Manager,60268,23,3,3,Yes,Yes,9,1
2206,44,Female,Sales,Manager,165362,23,5,5,No,Yes,8,2
2207,50,Male,Marketing,Specialist,216106,13,1,5,No,No,0,4
2208,39,Male,Finance,Coordinator,60138,13,1,4,Yes,No,2,1
2209,52,Female,HR,Coordinator,233054,13,2,2,No,No,8,2
2210,51,Male,Marketing,Analyst,154650,24,1,4,No,No,0,2
2211,56,Male,Sales,Analyst,43432,13,3,2,No,Yes,3,1
2212,39,Male,Sales,Manager,97058,21,1,5,No,Yes,9,4
2213,38,Male,Sales,Coordinator,88175,19,2,4,Yes,No,5,1
2214,35,Female,Sales,Coordinator,63329,17,1,1,No,No,5,4
2215,52,Male,HR,Analyst,230148,14,5,2,Yes,No,3,3
2216,45,Female,IT,Executive,173400,22,4,2,Yes,No,9,4
2217,56,Male,Operations,Manager,195319,18,4,2,No,No,9,4
2218,55,Female,Finance,Coordinator,36677,12,4,5,Yes,No,9,3
2219,24,Male,HR,Specialist,222882,11,5,3,No,No,9,2
2220,58,Female,Sales,Specialist,80357,18,3,1,No,No,0,2
2221,47,Male,HR,Executive,85812,18,2,4,Yes,No,4,4
2222,44,Female,Marketing,Analyst,71616,19,5,2,Yes,No,4,3
2223,36,Female,Operations,Analyst,222356,1,2,5,No,No,2,3
2224,25,Male,Sales,Analyst,210813,20,3,2,Yes,No,2,1
2225,50,Female,Finance,Specialist,214550,2,5,4,No,No,3,4
2226,43,Male,Sales,Analyst,215128,9,1,1,No,No,2,3
2227,46,Male,Operations,Specialist,75534,4,3,2,No,No,2,2
2228,34,Male,Finance,Executive,240128,11,4,5,No,No,2,3
2229,39,Male,Operations,Manager,94162,6,5,5,No,Yes,6,3
2230,54,Male,Finance,Coordinator,74711,8,3,3,Yes,No,8,3
2231,37,Female,IT,Executive,183877,1,3,5,No,No,0,3
2232,23,Male,IT,Specialist,125980,24,5,3,Yes,Yes,7,2
2233,56,Male,HR,Executive,50143,9,4,1,Yes,No,9,3
2234,55,Male,HR,Coordinator,236900,5,4,4,No,No,0,4
2235,51,Male,Finance,Manager,138380,11,3,3,No,No,8,3
2236,34,Male,Sales,Coordinator,223545,5,2,2,Yes,No,7,2
2237,34,Male,Marketing,Specialist,177089,2,3,2,Yes,No,5,4
2238,39,Female,Marketing,Coordinator,224274,9,5,4,No,No,5,3
2239,53,Female,Sales,Executive,71423,8,5,5,No,No,9,2
2240,53,Male,Sales,Analyst,71713,19,5,2,No,No,6,4
2241,56,Female,IT,Executive,248928,4,4,3,No,No,7,3
2242,50,Male,Marketing,Specialist,104310,2,1,4,No,No,6,3
2243,50,Male,Finance,Manager,32205,4,5,2,No,No,0,3
2244,37,Male,Operations,Coordinator,83266,7,5,5,No,Yes,9,4
2245,31,Male,HR,Manager,173414,7,2,5,No,Yes,3,1
2246,51,Male,Operations,Specialist,230635,13,2,2,Yes,No,3,3
2247,46,Female,IT,Coordinator,224262,23,3,4,No,No,8,2
2248,41,Female,Marketing,Executive,111863,21,3,1,Yes,No,8,1
2249,26,Female,Sales,Executive,182272,16,3,2,No,No,2,3
2250,22,Female,Marketing,Specialist,168260,10,5,5,No,No,8,2
2251,51,Male,Finance,Coordinator,156233,15,2,1,Yes,Yes,4,3
2252,24,Female,IT,Executive,32808,5,3,4,No,No,5,2
2253,35,Male,Sales,Specialist,43851,10,2,5,Yes,No,6,3
2254,51,Female,Operations,Specialist,241962,9,5,4,No,No,2,2
2255,25,Female,Finance,Manager,160982,22,5,2,No,No,3,2
2256,39,Female,Operations,Executive,226000,8,3,4,No,No,4,1
2257,58,Female,HR,Coordinator,176130,23,5,5,No,No,0,1
2258,46,Male,IT,Executive,44620,23,5,2,No,No,7,4
2259,22,Female,Finance,Executive,213827,14,2,5,No,No,6,2
2260,36,Female,Finance,Executive,92995,6,1,5,No,No,1,2
2261,30,Male,Operations,Specialist,66681,17,4,1,No,No,6,1
2262,36,Male,Sales,Analyst,94509,0,3,3,No,No,8,4
2263,45,Female,HR,Analyst,244411,14,1,4,Yes,No,4,2
2264,25,Male,Operations,Manager,97703,1,3,4,No,No,5,3
2265,33,Male,Finance,Executive,228752,21,1,1,No,No,4,3
2266,58,Male,IT,Analyst,228775,1,5,4,No,No,0,4
2267,58,Female,Finance,Manager,72136,9,3,1,No,No,5,2
2268,27,Male,Marketing,Specialist,123699,19,1,4,No,No,6,2
2269,45,Female,IT,Executive,118456,14,4,4,Yes,No,4,1
2270,32,Female,IT,Coordinator,113086,9,5,5,No,No,2,1
2271,34,Female,Finance,Specialist,197415,18,3,1,No,Yes,5,2
2272,55,Female,Sales,Manager,147529,21,3,4,No,Yes,6,3
2273,46,Male,IT,Specialist,48254,12,1,3,No,No,9,1
2274,28,Female,Marketing,Coordinator,91273,23,3,1,No,No,9,3
2275,25,Male,Operations,Specialist,220683,10,5,1,No,No,8,3
2276,29,Female,Sales,Manager,147574,21,2,1,Yes,No,6,3
2277,41,Male,Sales,Coordinator,144847,1,1,5,No,No,2,3
2278,50,Female,Sales,Coordinator,135547,20,4,1,No,No,0,4
2279,31,Male,IT,Specialist,221074,12,3,5,No,No,6,4
2280,55,Female,Sales,Coordinator,246755,21,5,3,No,No,7,1
2281,47,Female,Finance,Specialist,42926,24,3,2,No,No,0,2
2282,24,Male,Sales,Executive,225336,21,4,5,No,No,4,4
2283,27,Female,Marketing,Coordinator,119527,20,5,4,No,No,7,2
2284,26,Female,HR,Specialist,137387,0,4,1,No,No,9,1
2285,26,Female,Marketing,Executive,57563,4,5,2,No,No,6,3
2286,44,Male,IT,Coordinator,191760,20,2,5,No,Yes,1,2
2287,30,Female,Sales,Executive,195202,21,5,4,No,No,3,4
2288,56,Female,Sales,Coordinator,30925,6,4,2,No,Yes,5,2
2289,41,Male,Finance,Manager,81595,12,1,3,No,No,6,4
2290,56,Male,Operations,Manager,160249,12,2,5,No,No,6,2
2291,39,Male,Sales,Specialist,46321,19,3,5,No,No,2,4
2292,38,Male,Marketing,Analyst,171841,22,2,3,No,No,7,3
2293,45,Male,IT,Manager,197820,20,2,5,No,No,6,2
2294,24,Female,HR,Analyst,201100,5,3,1,No,No,3,1
2295,53,Female,Sales,Executive,46151,19,5,5,No,Yes,9,2
2296,56,Female,HR,Executive,106133,11,2,1,Yes,No,3,4
2297,59,Male,Sales,Analyst,64187,7,2,5,No,No,3,2
2298,34,Female,IT,Specialist,73835,8,1,4,Yes,No,4,1
2299,46,Male,Operations,Coordinator,30059,17,1,4,No,No,1,3
2300,30,Male,Marketing,Analyst,246789,10,4,2,Yes,Yes,8,2
2301,25,Female,IT,Analyst,57235,19,3,4,No,Yes,5,3
2302,35,Male,HR,Analyst,124208,10,5,3,Yes,Yes,7,3
2303,58,Male,Sales,Analyst,97114,23,5,2,No,No,0,3
2304,55,Female,HR,Analyst,206438,23,4,4,Yes,No,5,4
2305,32,Male,Marketing,Specialist,159191,14,5,1,No,No,5,2
2306,24,Male,IT,Manager,142831,8,5,5,No,No,7,2
2307,49,Female,HR,Coordinator,151889,2,1,4,No,Yes,0,1
2308,50,Male,HR,Manager,111583,16,5,1,No,No,4,3
2309,30,Male,Marketing,Analyst,62160,24,5,2,No,No,2,4
2310,24,Female,Sales,Manager,129011,16,4,5,No,No,5,4
2311,46,Female,HR,Specialist,35277,2,4,4,Yes,No,8,1
2312,55,Female,Marketing,Executive,162852,18,2,2,No,No,9,2
2313,33,Female,Sales,Manager,207651,8,5,4,Yes,No,2,2
2314,30,Male,Operations,Coordinator,147101,16,5,2,No,No,8,4
2315,36,Male,Sales,Specialist,90750,22,5,4,No,No,8,4
2316,46,Female,Operations,Executive,86902,17,1,1,No,No,0,1
2317,26,Male,IT,Specialist,241270,22,5,3,Yes,No,1,4
2318,32,Male,Marketing,Analyst,146849,14,1,1,No,No,3,4
2319,55,Female,Sales,Executive,127052,0,2,5,No,No,6,1
2320,45,Female,Operations,Coordinator,157894,9,3,4,Yes,No,1,3
2321,36,Male,Operations,Executive,193233,7,5,3,Yes,No,6,4
2322,59,Female,IT,Coordinator,205571,9,4,3,No,No,4,2
2323,29,Female,Finance,Analyst,192958,1,4,5,No,Yes,9,3
2324,26,Female,Marketing,Coordinator,169872,18,5,5,No,No,6,4
2325,47,Male,Finance,Specialist,79460,13,1,3,No,No,8,3
2326,39,Female,Sales,Manager,159424,7,4,5,No,No,8,4
2327,27,Male,Marketing,Specialist,100975,18,4,5,No,No,2,2
2328,58,Male,IT,Specialist,230915,0,2,4,No,No,2,4
2329,34,Male,Sales,Executive,163436,15,2,1,No,No,6,2
2330,49,Female,Marketing,Analyst,46568,24,2,2,Yes,No,4,4
2331,26,Female,Marketing,Manager,199164,23,4,3,No,No,4,4
2332,34,Female,Finance,Coordinator,232091,14,4,2,No,No,4,3
2333,38,Female,Sales,Executive,92679,19,5,3,No,Yes,8,1
2334,53,Female,IT,Analyst,95781,23,5,3,No,No,3,2
2335,50,Male,IT,Manager,38430,4,1,1,Yes,No,5,3
2336,24,Male,Sales,Specialist,234791,2,4,3,Yes,Yes,5,1
2337,55,Male,Sales,Analyst,68692,16,5,3,No,Yes,6,3
2338,48,Female,Operations,Analyst,60086,9,5,1,No,No,1,2
2339,34,Male,HR,Analyst,79671,4,2,5,No,No,5,1
2340,54,Male,Finance,Specialist,174973,10,2,2,No,No,8,1
2341,27,Female,Sales,Coordinator,33907,5,2,3,No,No,2,1
2342,45,Female,Sales,Executive,58604,3,3,1,Yes,Yes,1,2
2343,40,Male,HR,Coordinator,67869,6,5,3,No,No,7,2
2344,37,Male,HR,Manager,175609,18,2,1,No,No,0,3
2345,49,Female,Marketing,Executive,173573,6,2,2,No,No,7,4
2346,54,Female,IT,Manager,149261,13,4,4,No,No,4,4
2347,34,Female,Finance,Specialist,198443,16,2,5,No,No,8,4
2348,46,Female,Marketing,Coordinator,144639,22,4,4,Yes,No,8,4
2349,57,Male,Sales,Analyst,141690,16,1,1,Yes,No,3,3
2350,48,Male,HR,Executive,197893,12,2,3,No,No,0,2
2351,59,Female,Operations,Analyst,249804,0,4,5,Yes,No,4,3
2352,28,Male,IT,Manager,155592,1,2,2,Yes,No,6,1
2353,26,Male,Marketing,Analyst,36073,17,1,5,Yes,No,8,2
2354,52,Female,Operations,Analyst,222077,3,2,3,No,Yes,9,2
2355,44,Male,IT,Specialist,237169,12,4,4,Yes,No,8,4
2356,31,Male,Operations,Specialist,48101,0,1,1,No,Yes,8,3
2357,53,Male,HR,Coordinator,192498,3,1,4,No,No,5,4
2358,51,Female,Marketing,Manager,124877,1,1,5,No,No,1,2
2359,52,Female,Marketing,Specialist,37313,3,3,3,No,No,4,4
2360,39,Male,IT,Specialist,191845,15,4,1,No,No,2,1
2361,57,Female,Operations,Coordinator,189075,3,3,3,No,No,5,2
2362,23,Female,HR,Executive,89668,24,1,3,No,No,4,1
2363,35,Female,Sales,Coordinator,121956,8,3,5,No,No,9,2
2364,34,Male,Marketing,Analyst,232322,16,2,4,No,No,0,4
2365,50,Male,Sales,Analyst,145087,20,3,3,No,No,9,2
2366,33,Female,HR,Specialist,149451,22,5,3,No,No,9,2
2367,23,Male,Marketing,Specialist,122675,19,1,3,No,No,1,3
2368,53,Male,Marketing,Coordinator,121634,20,1,1,Yes,No,4,3
2369,34,Male,Operations,Coordinator,203366,1,4,3,No,No,5,1
2370,48,Male,Sales,Manager,174654,2,2,3,No,No,0,3
2371,38,Male,Operations,Analyst,139119,22,4,5,No,No,6,2
2372,52,Female,Finance,Coordinator,174832,14,3,3,No,No,2,3
2373,55,Male,Sales,Executive,101791,6,5,3,No,No,0,4
2374,45,Male,Sales,Manager,112158,3,5,5,Yes,No,6,3
2375,56,Male,Finance,Coordinator,197055,11,5,1,No,No,6,1
2376,27,Female,HR,Specialist,201381,0,5,4,No,No,9,2
2377,40,Female,HR,Coordinator,59715,16,2,5,No,Yes,2,4
2378,51,Female,Marketing,Specialist,197487,3,3,1,No,No,5,4
2379,28,Male,IT,Specialist,248400,3,5,4,No,No,3,1
2380,31,Female,Operations,Analyst,118260,21,1,3,Yes,No,3,3
2381,53,Female,IT,Analyst,212653,22,3,5,No,No,8,2
2382,55,Female,Marketing,Coordinator,164724,24,2,3,No,Yes,6,1
2383,49,Female,IT,Coordinator,56297,8,5,5,No,No,5,4
2384,36,Male,Sales,Executive,175100,20,2,4,No,No,8,4
2385,51,Female,Sales,Manager,174875,9,5,1,No,No,2,4
2386,58,Female,Finance,Manager,36307,18,1,5,No,No,3,1
2387,50,Male,Finance,Coordinator,192397,18,3,1,No,No,8,4
2388,43,Male,Marketing,Analyst,88616,14,1,3,Yes,No,3,2
2389,25,Female,Marketing,Executive,221555,21,5,3,Yes,No,6,4
2390,41,Male,Marketing,Manager,192646,16,4,4,Yes,Yes,8,1
2391,53,Female,Sales,Coordinator,149828,6,3,4,No,No,3,1
2392,57,Male,IT,Analyst,245870,2,2,2,Yes,No,8,4
2393,25,Male,Operations,Analyst,228143,4,5,2,No,No,6,1
2394,48,Female,Marketing,Analyst,176004,15,1,4,No,No,3,3
2395,38,Male,Marketing,Specialist,176821,22,4,3,No,No,2,1
